Price hub,Trade date,Delivery start date,"Delivery 
end date",High price $/MWh,Low price $/MWh,Wtd avg price $/MWh,Change,Daily volume MWh,Number of trades,Number of counterparties
PJM WH Real Time Peak,4/29/2021 0:00,4/30/2021 0:00,4/30/2021 0:00,27.2,26.75,27.03,-9.97,17600,22,17
Palo Verde Peak,4/29/2021 0:00,5/1/2021 0:00,5/1/2021 0:00,30,23,25.15,-7.29,4800,12,9
Nepool MH DA LMP Peak,4/29/2021 0:00,4/30/2021 0:00,4/30/2021 0:00,27.25,27,27.08,-3.49,2400,3,4
SP15 EZ Gen DA LMP Peak,4/29/2021 0:00,5/1/2021 0:00,5/1/2021 0:00,22.75,22,22.45,-13.27,4400,10,7
PJM WH Real Time Peak,4/30/2021 0:00,5/3/2021 0:00,5/3/2021 0:00,31.5,30.5,31.16,4.13,6400,8,11
SP15 EZ Gen DA LMP Peak,4/30/2021 0:00,5/3/2021 0:00,5/3/2021 0:00,29.5,27.75,28.43,5.98,13200,27,11
Mid C Peak,4/30/2021 0:00,5/3/2021 0:00,5/3/2021 0:00,36,30,31.94,8.31,17200,43,14
Nepool MH DA LMP Peak,4/30/2021 0:00,5/3/2021 0:00,5/3/2021 0:00,27,27,27,-0.08,800,1,2
Palo Verde Peak,4/30/2021 0:00,5/3/2021 0:00,5/3/2021 0:00,30,28,28.52,3.37,6000,15,9
NP15 EZ Gen DA LMP Peak,5/3/2021 0:00,5/4/2021 0:00,5/4/2021 0:00,38,37.5,37.75,-0.25,800,2,2
SP15 EZ Gen DA LMP Peak,5/3/2021 0:00,5/4/2021 0:00,5/4/2021 0:00,35,32,33.22,4.79,17200,37,17
Mid C Peak,5/3/2021 0:00,5/4/2021 0:00,5/4/2021 0:00,37,31.75,34.32,2.38,10400,26,12
Nepool MH DA LMP Peak,5/3/2021 0:00,5/4/2021 0:00,5/4/2021 0:00,34,34,34,7,2400,3,4
PJM WH Real Time Peak,5/3/2021 0:00,5/4/2021 0:00,5/4/2021 0:00,45.3,43.5,44.54,13.38,76800,95,41
Palo Verde Peak,5/3/2021 0:00,5/4/2021 0:00,5/4/2021 0:00,35.5,32,34.17,5.65,3600,9,7
Palo Verde Peak,5/4/2021 0:00,5/5/2021 0:00,5/5/2021 0:00,43.5,39,40.05,5.88,5600,14,14
NP15 EZ Gen DA LMP Peak,5/4/2021 0:00,5/5/2021 0:00,5/5/2021 0:00,46,46,46,8.25,400,1,2
SP15 EZ Gen DA LMP Peak,5/4/2021 0:00,5/5/2021 0:00,5/5/2021 0:00,42,40,41.1,7.88,12400,31,15
Mid C Peak,5/4/2021 0:00,5/5/2021 0:00,5/5/2021 0:00,43,39,41.1,6.78,20400,51,18
Nepool MH DA LMP Peak,5/4/2021 0:00,5/5/2021 0:00,5/5/2021 0:00,29.5,29.5,29.5,-4.5,800,1,2
PJM WH Real Time Peak,5/4/2021 0:00,5/5/2021 0:00,5/5/2021 0:00,34.75,33,33.81,-10.73,15200,19,17
PJM WH Real Time Peak,5/5/2021 0:00,5/6/2021 0:00,5/6/2021 0:00,27,26.35,26.67,-7.14,21600,26,17
NP15 EZ Gen DA LMP Peak,5/5/2021 0:00,5/6/2021 0:00,5/6/2021 0:00,38,36.5,37.29,-8.71,2800,7,5
Nepool MH DA LMP Peak,5/5/2021 0:00,5/6/2021 0:00,5/6/2021 0:00,27.75,27.25,27.54,-1.96,8000,10,7
Mid C Peak,5/5/2021 0:00,5/6/2021 0:00,5/6/2021 0:00,30,24,26.44,-14.66,20000,49,16
Palo Verde Peak,5/5/2021 0:00,5/6/2021 0:00,5/6/2021 0:00,40,37,38.91,-1.14,4400,11,9
SP15 EZ Gen DA LMP Peak,5/5/2021 0:00,5/6/2021 0:00,5/6/2021 0:00,33,32.05,32.79,-8.31,7600,13,9
Palo Verde Peak,5/6/2021 0:00,5/7/2021 0:00,5/8/2021 0:00,23,21,21.88,-17.03,4800,5,8
SP15 EZ Gen DA LMP Peak,5/6/2021 0:00,5/7/2021 0:00,5/8/2021 0:00,22,21.5,21.82,-10.97,21600,19,9
Mid C Peak,5/6/2021 0:00,5/7/2021 0:00,5/8/2021 0:00,22,17.5,19.8,-6.64,29600,37,17
PJM WH Real Time Peak,5/6/2021 0:00,5/7/2021 0:00,5/7/2021 0:00,28.6,27.5,28.15,1.48,3200,4,6
Nepool MH DA LMP Peak,5/6/2021 0:00,5/7/2021 0:00,5/7/2021 0:00,27.25,27,27.15,-0.39,9600,12,6
SP15 EZ Gen DA LMP Peak,5/7/2021 0:00,5/10/2021 0:00,5/10/2021 0:00,31.5,30,30.94,9.12,10400,25,10
Palo Verde Peak,5/7/2021 0:00,5/10/2021 0:00,5/10/2021 0:00,32,27,30.88,9,6400,16,8
Mid C Peak,5/7/2021 0:00,5/10/2021 0:00,5/10/2021 0:00,37,34,35.78,15.98,11600,28,11
PJM WH Real Time Peak,5/7/2021 0:00,5/10/2021 0:00,5/10/2021 0:00,32.5,32.35,32.45,4.3,2400,3,4
Palo Verde Peak,5/10/2021 0:00,5/11/2021 0:00,5/11/2021 0:00,42,39,40.13,9.25,5600,14,7
NP15 EZ Gen DA LMP Peak,5/10/2021 0:00,5/11/2021 0:00,5/11/2021 0:00,46.25,44,45.01,7.72,5600,14,8
SP15 EZ Gen DA LMP Peak,5/10/2021 0:00,5/11/2021 0:00,5/11/2021 0:00,38.5,37,37.59,6.65,24800,50,15
Mid C Peak,5/10/2021 0:00,5/11/2021 0:00,5/11/2021 0:00,48,45,46.91,11.13,13200,33,15
Nepool MH DA LMP Peak,5/10/2021 0:00,5/11/2021 0:00,5/11/2021 0:00,28.5,28,28.08,0.93,4800,5,4
PJM WH Real Time Peak,5/10/2021 0:00,5/11/2021 0:00,5/11/2021 0:00,32,31.75,31.92,-0.53,2400,3,6
Nepool MH DA LMP Peak,5/11/2021 0:00,5/12/2021 0:00,5/12/2021 0:00,27.25,27,27.21,-0.87,5600,7,6
SP15 EZ Gen DA LMP Peak,5/11/2021 0:00,5/12/2021 0:00,5/12/2021 0:00,37,36,36.72,-0.87,3600,7,7
PJM WH Real Time Peak,5/11/2021 0:00,5/12/2021 0:00,5/12/2021 0:00,27.95,27.3,27.63,-4.29,1600,2,4
Mid C Peak,5/11/2021 0:00,5/12/2021 0:00,5/12/2021 0:00,55,43,50,3.09,14400,36,13
Palo Verde Peak,5/11/2021 0:00,5/12/2021 0:00,5/12/2021 0:00,45,40,43.19,3.06,4800,9,9
Mid C Peak,5/12/2021 0:00,5/13/2021 0:00,5/13/2021 0:00,45,39.75,41.12,-8.88,20000,46,17
SP15 EZ Gen DA LMP Peak,5/12/2021 0:00,5/13/2021 0:00,5/13/2021 0:00,32.5,31.5,32,-4.72,4400,10,10
Nepool MH DA LMP Peak,5/12/2021 0:00,5/13/2021 0:00,5/13/2021 0:00,25.75,25.5,25.63,-1.58,1600,2,3
Palo Verde Peak,5/12/2021 0:00,5/13/2021 0:00,5/13/2021 0:00,39,36,37.27,-5.92,6000,15,9
PJM WH Real Time Peak,5/12/2021 0:00,5/13/2021 0:00,5/13/2021 0:00,29.75,29.4,29.66,2.03,8800,11,14
Palo Verde Peak,5/13/2021 0:00,5/14/2021 0:00,5/15/2021 0:00,35,32,34.5,-2.77,6400,8,8
PJM WH Real Time Peak,5/13/2021 0:00,5/14/2021 0:00,5/14/2021 0:00,27,27,27,-2.66,3200,4,5
Mid C Peak,5/13/2021 0:00,5/14/2021 0:00,5/15/2021 0:00,46,41,43.3,2.18,44000,52,16
SP15 EZ Gen DA LMP Peak,5/13/2021 0:00,5/14/2021 0:00,5/15/2021 0:00,24.5,23.5,24.05,-7.95,33600,38,18
Nepool MH DA LMP Peak,5/13/2021 0:00,5/14/2021 0:00,5/14/2021 0:00,25.5,25.5,25.5,-0.13,800,1,2
PJM WH Real Time Peak,5/14/2021 0:00,5/17/2021 0:00,5/17/2021 0:00,28.5,28,28.38,1.38,11200,12,18
SP15 EZ Gen DA LMP Peak,5/14/2021 0:00,5/17/2021 0:00,5/17/2021 0:00,25,24.25,24.75,0.7,3600,6,7
Nepool MH DA LMP Peak,5/14/2021 0:00,5/17/2021 0:00,5/17/2021 0:00,27,27,27,1.5,800,1,2
Palo Verde Peak,5/14/2021 0:00,5/17/2021 0:00,5/17/2021 0:00,25,21,23.28,-11.22,3600,9,7
NP15 EZ Gen DA LMP Peak,5/14/2021 0:00,5/17/2021 0:00,5/17/2021 0:00,32,32,32,-13.01,400,1,2
Mid C Peak,5/14/2021 0:00,5/17/2021 0:00,5/17/2021 0:00,42,35,38.02,-5.28,15600,38,12
Nepool MH DA LMP Peak,5/17/2021 0:00,5/18/2021 0:00,5/18/2021 0:00,32,31.3,31.81,4.81,4000,4,5
SP15 EZ Gen DA LMP Peak,5/17/2021 0:00,5/18/2021 0:00,5/18/2021 0:00,24.25,23,23.66,-1.09,3200,7,8
NP15 EZ Gen DA LMP Peak,5/17/2021 0:00,5/18/2021 0:00,5/18/2021 0:00,34,34,34,2,400,1,2
Palo Verde Peak,5/17/2021 0:00,5/18/2021 0:00,5/18/2021 0:00,26,25,25.7,2.42,4400,11,8
Indiana Hub RT Peak,5/17/2021 0:00,5/18/2021 0:00,5/18/2021 0:00,34,34,34,-10,1600,2,4
PJM WH Real Time Peak,5/17/2021 0:00,5/18/2021 0:00,5/18/2021 0:00,31.5,30.25,30.98,2.6,17600,22,17
Mid C Peak,5/17/2021 0:00,5/18/2021 0:00,5/18/2021 0:00,32,29,31.56,-6.46,17600,35,17
Nepool MH DA LMP Peak,5/18/2021 0:00,5/19/2021 0:00,5/19/2021 0:00,31,30.25,30.75,-1.06,7200,8,7
Mid C Peak,5/18/2021 0:00,5/19/2021 0:00,5/19/2021 0:00,40,36,38.95,7.39,24800,60,15
Palo Verde Peak,5/18/2021 0:00,5/19/2021 0:00,5/19/2021 0:00,26.5,25,25.65,-0.05,4000,10,8
PJM WH Real Time Peak,5/18/2021 0:00,5/19/2021 0:00,5/19/2021 0:00,37,34.75,35.23,4.25,9600,12,14
SP15 EZ Gen DA LMP Peak,5/18/2021 0:00,5/19/2021 0:00,5/19/2021 0:00,21.25,20,20.4,-3.26,10000,25,12
Indiana Hub RT Peak,5/18/2021 0:00,5/19/2021 0:00,5/19/2021 0:00,34,34,34,0,800,1,2
SP15 EZ Gen DA LMP Peak,5/19/2021 0:00,5/20/2021 0:00,5/20/2021 0:00,21.5,20,20.85,0.45,12400,27,10
Palo Verde Peak,5/19/2021 0:00,5/20/2021 0:00,5/20/2021 0:00,28,27,27.42,1.77,2400,6,6
PJM WH Real Time Peak,5/19/2021 0:00,5/20/2021 0:00,5/20/2021 0:00,41.2,39.5,40.03,4.8,12000,15,14
Nepool MH DA LMP Peak,5/19/2021 0:00,5/20/2021 0:00,5/20/2021 0:00,28.75,28.5,28.63,-2.12,1600,2,3
Mid C Peak,5/19/2021 0:00,5/20/2021 0:00,5/20/2021 0:00,36.5,35,35.8,-3.15,8400,18,11
PJM WH Real Time Peak,5/20/2021 0:00,5/21/2021 0:00,5/21/2021 0:00,44.25,42,43.12,3.09,13600,17,16
Indiana Hub RT Peak,5/20/2021 0:00,5/21/2021 0:00,5/21/2021 0:00,43.5,43.5,43.5,9.5,800,1,2
SP15 EZ Gen DA LMP Peak,5/20/2021 0:00,5/21/2021 0:00,5/22/2021 0:00,17.5,16.75,17.13,-3.72,8000,10,7
Nepool MH DA LMP Peak,5/20/2021 0:00,5/21/2021 0:00,5/21/2021 0:00,28,28,28,-0.63,2400,3,3
Mid C Peak,5/20/2021 0:00,5/21/2021 0:00,5/22/2021 0:00,38,34,36.54,0.74,33600,41,16
Palo Verde Peak,5/20/2021 0:00,5/21/2021 0:00,5/22/2021 0:00,28,26,26.94,-0.48,6400,8,7
Nepool MH DA LMP Peak,5/21/2021 0:00,5/24/2021 0:00,5/24/2021 0:00,28,28,28,0,1600,2,3
Mid C Peak,5/21/2021 0:00,5/24/2021 0:00,5/24/2021 0:00,30,23,25.14,-11.4,18800,46,16
PJM WH Real Time Peak,5/21/2021 0:00,5/24/2021 0:00,5/24/2021 0:00,33.75,33,33.38,-9.74,1600,2,4
Palo Verde Peak,5/21/2021 0:00,5/24/2021 0:00,5/24/2021 0:00,31,28,30.73,3.79,6000,11,10
SP15 EZ Gen DA LMP Peak,5/21/2021 0:00,5/24/2021 0:00,5/24/2021 0:00,28.5,28.5,28.5,11.37,2400,4,2
Mid C Peak,5/24/2021 0:00,5/25/2021 0:00,5/25/2021 0:00,38,37,37.58,12.44,16000,40,13
Indiana Hub RT Peak,5/24/2021 0:00,5/25/2021 0:00,5/25/2021 0:00,40,40,40,-3.5,800,1,2
PJM WH Real Time Peak,5/24/2021 0:00,5/25/2021 0:00,5/25/2021 0:00,31.65,31,31.26,-2.12,15200,19,16
Palo Verde Peak,5/24/2021 0:00,5/25/2021 0:00,5/25/2021 0:00,20,20,20,-10.73,800,2,3
Nepool MH DA LMP Peak,5/24/2021 0:00,5/25/2021 0:00,5/25/2021 0:00,26.25,26,26.1,-1.9,4000,5,7
SP15 EZ Gen DA LMP Peak,5/24/2021 0:00,5/25/2021 0:00,5/25/2021 0:00,29,26,27,-1.5,7600,13,9
Nepool MH DA LMP Peak,5/25/2021 0:00,5/26/2021 0:00,5/26/2021 0:00,33.5,32.65,32.84,6.74,11200,14,9
Mid C Peak,5/25/2021 0:00,5/26/2021 0:00,5/26/2021 0:00,38,36.75,37.34,-0.24,15600,38,14
PJM WH Real Time Peak,5/25/2021 0:00,5/26/2021 0:00,5/26/2021 0:00,40.5,38.5,39.55,8.29,24800,29,23
Palo Verde Peak,5/25/2021 0:00,5/26/2021 0:00,5/26/2021 0:00,25.5,22,23.5,3.5,2800,7,8
SP15 EZ Gen DA LMP Peak,5/25/2021 0:00,5/26/2021 0:00,5/26/2021 0:00,29,28,28.63,1.63,1600,4,6
SP15 EZ Gen DA LMP Peak,5/26/2021 0:00,5/27/2021 0:00,5/28/2021 0:00,28.5,28,28.08,-0.55,12000,15,10
Palo Verde Peak,5/26/2021 0:00,5/27/2021 0:00,5/28/2021 0:00,33,28,29.72,6.22,7200,9,7
PJM WH Real Time Peak,5/26/2021 0:00,5/27/2021 0:00,5/27/2021 0:00,34.7,32.75,33.82,-5.73,20800,25,22
Mid C Peak,5/26/2021 0:00,5/27/2021 0:00,5/28/2021 0:00,29,24.75,26.07,-11.27,27200,33,14
Nepool MH DA LMP Peak,5/26/2021 0:00,5/27/2021 0:00,5/27/2021 0:00,28,27.75,27.88,-4.96,13600,16,10
Mid C Peak,5/27/2021 0:00,5/29/2021 0:00,5/29/2021 0:00,33,28.75,29.78,3.71,14400,33,10
Palo Verde Peak,5/27/2021 0:00,5/29/2021 0:00,5/29/2021 0:00,28,23.75,24.95,-4.77,2000,5,6
SP15 EZ Gen DA LMP Peak,5/27/2021 0:00,5/29/2021 0:00,5/29/2021 0:00,23.75,23.75,23.75,-4.33,4000,2,3
Nepool MH DA LMP Peak,5/27/2021 0:00,5/28/2021 0:00,5/28/2021 0:00,25,24.25,24.71,-3.17,5600,7,6
PJM WH Real Time Peak,5/27/2021 0:00,5/28/2021 0:00,5/28/2021 0:00,29.5,27,27.98,-5.84,12000,15,10
SP15 EZ Gen DA LMP Peak,5/28/2021 0:00,6/1/2021 0:00,6/1/2021 0:00,56,47.75,50.57,26.82,25600,62,21
PJM WH Real Time Peak,5/28/2021 0:00,6/1/2021 0:00,6/1/2021 0:00,28,28,28,0.02,3200,4,3
NP15 EZ Gen DA LMP Peak,5/28/2021 0:00,6/1/2021 0:00,6/1/2021 0:00,63,56,60.03,26.03,12400,29,10
Mid C Peak,5/28/2021 0:00,6/1/2021 0:00,6/1/2021 0:00,95,60,78.8,49.02,27600,63,22
Palo Verde Peak,5/28/2021 0:00,6/1/2021 0:00,6/1/2021 0:00,65,58,62.35,37.4,5200,13,11
SP15 EZ Gen DA LMP Peak,6/1/2021 0:00,6/2/2021 0:00,6/2/2021 0:00,80,68,74.2,23.63,25200,62,19
PJM WH Real Time Peak,6/1/2021 0:00,6/2/2021 0:00,6/2/2021 0:00,27,26.75,26.9,-1.1,4000,5,8
Mid C Peak,6/1/2021 0:00,6/2/2021 0:00,6/2/2021 0:00,140,108,117.23,38.43,19200,44,18
Palo Verde Peak,6/1/2021 0:00,6/2/2021 0:00,6/2/2021 0:00,85,80,83.14,20.79,7200,18,11
NP15 EZ Gen DA LMP Peak,6/1/2021 0:00,6/2/2021 0:00,6/2/2021 0:00,87.5,80,85.46,25.43,4800,12,8
Nepool MH DA LMP Peak,6/1/2021 0:00,6/2/2021 0:00,6/2/2021 0:00,28,27,27.84,3.13,11200,14,6
PJM WH Real Time Peak,6/2/2021 0:00,6/3/2021 0:00,6/3/2021 0:00,29.75,29.7,29.73,2.83,4000,5,5
Palo Verde Peak,6/2/2021 0:00,6/3/2021 0:00,6/3/2021 0:00,53,47,50.67,-32.47,9200,23,14
Nepool MH DA LMP Peak,6/2/2021 0:00,6/3/2021 0:00,6/3/2021 0:00,27.95,27.8,27.88,0.04,1600,2,3
Mid C Peak,6/2/2021 0:00,6/3/2021 0:00,6/3/2021 0:00,50,43,45.06,-72.17,16000,40,15
SP15 EZ Gen DA LMP Peak,6/2/2021 0:00,6/3/2021 0:00,6/3/2021 0:00,49,47,47.2,-27,17600,42,19
Nepool MH DA LMP Peak,6/3/2021 0:00,6/4/2021 0:00,6/4/2021 0:00,28.25,28.25,28.25,0.37,2400,3,2
SP15 EZ Gen DA LMP Peak,6/3/2021 0:00,6/4/2021 0:00,6/5/2021 0:00,29,27.5,28.29,-18.91,24000,23,16
Mid C Peak,6/3/2021 0:00,6/4/2021 0:00,6/5/2021 0:00,15,6.5,9.86,-35.2,64800,79,18
Palo Verde Peak,6/3/2021 0:00,6/4/2021 0:00,6/5/2021 0:00,37,31,33.22,-17.45,12000,15,12
PJM WH Real Time Peak,6/3/2021 0:00,6/4/2021 0:00,6/4/2021 0:00,33.95,33.7,33.79,4.06,7200,9,8
Palo Verde Peak,6/4/2021 0:00,6/7/2021 0:00,6/7/2021 0:00,34.5,30,33.39,0.17,5600,14,12
SP15 EZ Gen DA LMP Peak,6/4/2021 0:00,6/7/2021 0:00,6/7/2021 0:00,29,27,27.23,-1.06,5200,13,6
PJM WH Real Time Peak,6/4/2021 0:00,6/7/2021 0:00,6/7/2021 0:00,46,45.75,45.93,12.14,15200,16,15
Mid C Peak,6/4/2021 0:00,6/7/2021 0:00,6/7/2021 0:00,27,24,25.59,15.73,22400,55,17
Nepool MH DA LMP Peak,6/4/2021 0:00,6/7/2021 0:00,6/7/2021 0:00,48,47,47.36,19.11,11200,14,6
SP15 EZ Gen DA LMP Peak,6/7/2021 0:00,6/8/2021 0:00,6/8/2021 0:00,30,28,28.61,1.38,3600,9,7
PJM WH Real Time Peak,6/7/2021 0:00,6/8/2021 0:00,6/8/2021 0:00,44,42.5,43.36,-2.57,35200,42,27
Nepool MH DA LMP Peak,6/7/2021 0:00,6/8/2021 0:00,6/8/2021 0:00,58,53,55.86,8.5,40800,50,17
Mid C Peak,6/7/2021 0:00,6/8/2021 0:00,6/8/2021 0:00,25.25,23.75,24.69,-0.9,26400,64,18
Palo Verde Peak,6/7/2021 0:00,6/8/2021 0:00,6/8/2021 0:00,30,28,28.81,-4.58,6800,17,11
Nepool MH DA LMP Peak,6/8/2021 0:00,6/9/2021 0:00,6/9/2021 0:00,44.5,44,44.26,-11.6,31200,31,10
SP15 EZ Gen DA LMP Peak,6/8/2021 0:00,6/9/2021 0:00,6/9/2021 0:00,30.25,29.5,30.05,1.44,10800,22,12
PJM WH Real Time Peak,6/8/2021 0:00,6/9/2021 0:00,6/9/2021 0:00,42,40.15,41.23,-2.13,28000,32,19
Palo Verde Peak,6/8/2021 0:00,6/9/2021 0:00,6/9/2021 0:00,26,25.75,25.95,-2.86,2000,5,5
Mid C Peak,6/8/2021 0:00,6/9/2021 0:00,6/9/2021 0:00,30.5,28.5,29.17,4.48,17200,43,12
PJM WH Real Time Peak,6/9/2021 0:00,6/10/2021 0:00,6/10/2021 0:00,37.75,36,37.01,-4.22,13600,17,23
Mid C Peak,6/9/2021 0:00,6/10/2021 0:00,6/10/2021 0:00,23,18.25,19.04,-10.13,13200,30,10
SP15 EZ Gen DA LMP Peak,6/9/2021 0:00,6/10/2021 0:00,6/10/2021 0:00,26,25,25.33,-4.72,2400,5,7
Palo Verde Peak,6/9/2021 0:00,6/10/2021 0:00,6/10/2021 0:00,27.5,25,26.21,0.26,5600,14,8
Indiana Hub RT Peak,6/9/2021 0:00,6/10/2021 0:00,6/10/2021 0:00,48.25,48,48.13,8.13,1600,2,4
Nepool MH DA LMP Peak,6/9/2021 0:00,6/10/2021 0:00,6/10/2021 0:00,38,37.25,37.57,-6.69,8000,10,10
SP15 EZ Gen DA LMP Peak,6/10/2021 0:00,6/11/2021 0:00,6/12/2021 0:00,27,25,26.33,1,42400,50,15
Nepool MH DA LMP Peak,6/10/2021 0:00,6/11/2021 0:00,6/11/2021 0:00,33,31.75,32.44,-5.13,6400,8,6
Indiana Hub RT Peak,6/10/2021 0:00,6/11/2021 0:00,6/11/2021 0:00,59,54,55.22,7.09,8000,10,8
Mid C Peak,6/10/2021 0:00,6/11/2021 0:00,6/12/2021 0:00,31,26,27.09,8.05,28000,35,12
Palo Verde Peak,6/10/2021 0:00,6/11/2021 0:00,6/12/2021 0:00,35,27,30.88,4.67,12800,15,13
PJM WH Real Time Peak,6/10/2021 0:00,6/11/2021 0:00,6/11/2021 0:00,34.2,30,32.63,-4.38,19200,22,21
SP15 EZ Gen DA LMP Peak,6/11/2021 0:00,6/14/2021 0:00,6/14/2021 0:00,110,85,95.72,69.39,16400,41,23
Palo Verde Peak,6/11/2021 0:00,6/14/2021 0:00,6/14/2021 0:00,185,125,151.26,120.38,8000,20,12
PJM WH Real Time Peak,6/11/2021 0:00,6/14/2021 0:00,6/14/2021 0:00,34.75,34.75,34.75,2.12,800,1,2
NP15 EZ Gen DA LMP Peak,6/11/2021 0:00,6/14/2021 0:00,6/14/2021 0:00,87,70,78.29,-7.17,2800,7,8
Mid C Peak,6/11/2021 0:00,6/14/2021 0:00,6/14/2021 0:00,82,70,76.07,48.98,18400,46,15
PJM WH Real Time Peak,6/14/2021 0:00,6/15/2021 0:00,6/15/2021 0:00,29.8,28.5,29.23,-5.52,12000,15,14
Nepool MH DA LMP Peak,6/14/2021 0:00,6/15/2021 0:00,6/15/2021 0:00,33.5,32.25,32.71,0.27,9600,12,7
Mid C Peak,6/14/2021 0:00,6/15/2021 0:00,6/15/2021 0:00,53,41,43.36,-32.71,8800,21,10
Palo Verde Peak,6/14/2021 0:00,6/15/2021 0:00,6/15/2021 0:00,365,250,339.17,187.91,9600,24,19
SP15 EZ Gen DA LMP Peak,6/14/2021 0:00,6/15/2021 0:00,6/15/2021 0:00,250,165,189.25,93.53,24000,58,25
NP15 EZ Gen DA LMP Peak,6/14/2021 0:00,6/15/2021 0:00,6/15/2021 0:00,110,80,91,12.71,4000,10,10
SP15 EZ Gen DA LMP Peak,6/15/2021 0:00,6/16/2021 0:00,6/16/2021 0:00,250,175,190.13,0.88,18800,47,25
Nepool MH DA LMP Peak,6/15/2021 0:00,6/16/2021 0:00,6/16/2021 0:00,31.25,31.25,31.25,-1.46,12000,15,8
PJM WH Real Time Peak,6/15/2021 0:00,6/16/2021 0:00,6/16/2021 0:00,28.75,28,28.37,-0.86,9600,12,16
Palo Verde Peak,6/15/2021 0:00,6/16/2021 0:00,6/16/2021 0:00,400,310,363.95,24.78,8400,21,16
NP15 EZ Gen DA LMP Peak,6/15/2021 0:00,6/16/2021 0:00,6/16/2021 0:00,150,115,137.48,46.48,8400,21,14
Mid C Peak,6/15/2021 0:00,6/16/2021 0:00,6/16/2021 0:00,157,97,135.52,92.16,17200,43,15
Mid C Peak,6/16/2021 0:00,6/17/2021 0:00,6/17/2021 0:00,300,225,245.35,109.83,12400,31,15
Palo Verde Peak,6/16/2021 0:00,6/17/2021 0:00,6/17/2021 0:00,1983,777,1420,1056.05,3200,8,6
SP15 EZ Gen DA LMP Peak,6/16/2021 0:00,6/17/2021 0:00,6/17/2021 0:00,375,185,237.25,47.12,26800,67,27
PJM WH Real Time Peak,6/16/2021 0:00,6/17/2021 0:00,6/17/2021 0:00,28.75,28,28.45,0.08,12800,15,15
NP15 EZ Gen DA LMP Peak,6/16/2021 0:00,6/17/2021 0:00,6/17/2021 0:00,250,165,194.39,56.91,13200,30,13
Nepool MH DA LMP Peak,6/16/2021 0:00,6/17/2021 0:00,6/17/2021 0:00,29.75,29.5,29.72,-1.53,20800,26,14
Indiana Hub RT Peak,6/17/2021 0:00,6/18/2021 0:00,6/18/2021 0:00,46,43,44.5,-10.72,5600,7,6
SP15 EZ Gen DA LMP Peak,6/17/2021 0:00,6/18/2021 0:00,6/19/2021 0:00,90,80,83.4,-153.85,8000,10,11
PJM WH Real Time Peak,6/17/2021 0:00,6/18/2021 0:00,6/18/2021 0:00,33.5,32,32.86,4.41,24800,28,20
Mid C Peak,6/17/2021 0:00,6/18/2021 0:00,6/19/2021 0:00,82,69,72.9,-172.45,32800,41,13
NP15 EZ Gen DA LMP Peak,6/17/2021 0:00,6/18/2021 0:00,6/19/2021 0:00,82,77,79.5,-114.89,1600,2,3
Nepool MH DA LMP Peak,6/17/2021 0:00,6/18/2021 0:00,6/18/2021 0:00,33.5,32.5,32.94,3.22,6400,8,9
Palo Verde Peak,6/17/2021 0:00,6/18/2021 0:00,6/19/2021 0:00,200,115,142.3,-1277.7,8000,10,8
NP15 EZ Gen DA LMP Peak,6/18/2021 0:00,6/21/2021 0:00,6/21/2021 0:00,70,62,65.26,-14.24,6800,16,9
SP15 EZ Gen DA LMP Peak,6/18/2021 0:00,6/21/2021 0:00,6/21/2021 0:00,60,50,55.43,-27.97,5600,14,14
Nepool MH DA LMP Peak,6/18/2021 0:00,6/21/2021 0:00,6/21/2021 0:00,57,50,53.46,20.52,18400,21,12
Mid C Peak,6/18/2021 0:00,6/21/2021 0:00,6/21/2021 0:00,110,95,101.03,28.13,12000,29,18
PJM WH Real Time Peak,6/18/2021 0:00,6/21/2021 0:00,6/21/2021 0:00,40.6,40,40.41,7.55,16800,21,15
